id;driver;image
37443;GMR14E05;CB1_GMR_14E05_AE_01_04-fA01b_C100430_20100430110005328_02_warp_m0g80c8e1e-1x26r301
37444;GMR14E06;CB1_GMR_14E06_AE_01_08-fA01b_C100320_20100321132935031_02_warp_m0g80c8e1e-1x26r301
37445;GMR14E08;CB1_GMR_14E08_AE_01_04-fA01b_C091211_20091211092728531_02_warp_m0g80c8e1e-1x26r301
37446;GMR14E09;CB1_GMR_14E09_AE_01_79-fA01b_C110428_20110428113904968_02_warp_m0g80c8e1e-1x26r301
37447;GMR14E12;CB1_GMR_14E12_AE_01_04-fA01b_C100811_20100811103019125_02_warp_m0g80c8e1e-1x26r301
37448;GMR14F03;CB1_GMR_14F03_AE_01_09-fA01b_C100323_20100323114341296_02_warp_m0g80c8e1e-1x26r301
37449;GMR14F06;CB1_GMR_14F06_AE_01_05-fA01b_C100430_20100430110206468_02_warp_m0g80c8e1e-1x26r301
37450;GMR14F09;CB1_GMR_14F09_AE_01_05-fA01b_C100811_20100811103418671_02_warp_m0g80c8e1e-1x26r301
37451;GMR14F11;CB1_GMR_14F11_AE_01_05-fA01b_C100811_20100811103606453_02_warp_m0g80c8e1e-1x26r301
37452;GMR14F12;CB1_GMR_14F12_AE_01_02-fA01b_C090312_20090312122455671_02_warp_m0g80c8e1e-1x26r301
37454;GMR14G03;CB1_GMR_14G03_AE_01_06-fA01b_C100811_20100811103642375_02_warp_m0g80c8e1e-1x26r301
37455;GMR14G05;CB1_GMR_14G05_AE_01_04-fA01b_C100430_20100430220753968_02_warp_m0g80c8e1e-1x26r301
37456;GMR14G06;CB1_GMR_14G06_AE_01_08-fA01b_C100908_20100908101622828_02_warp_m0g80c8e1e-1x26r301
37457;GMR14G08;CB1_GMR_14G08_AE_01_09-fA01b_C101030_20101101112816265_02_warp_m0g80c8e1e-1x26r301
37458;GMR14G09;CB1_GMR_14G09_AE_01_06-fA01b_C100630_20100630095620515_02_warp_m0g80c8e1e-1x26r301
37459;GMR14H01;CB1_GMR_14H01_AE_01_00-fA01b_C090312_20090312144237109_02_warp_m0g80c8e1e-1x26r301
37460;GMR14H04;CB1_GMR_14H04_AE_01_05-fA01b_C090929_20090929105548446_02_warp_m0g80c8e1e-1x26r301
37461;GMR14H05;CB1_GMR_14H05_AE_01_11-fA01b_C091211_20091211094032515_02_warp_m0g80c8e1e-1x26r301
37462;GMR14H06;CB1_GMR_14H06_AE_01_10-fA01b_C090929_20090929125228264_02_warp_m0g80c8e1e-1x26r301
37463;GMR14H11;CB1_GMR_14H11_AE_01_07-fA01b_C091001_20091001093620420_02_warp_m0g80c8e1e-1x26r301
37464;GMR15A01;CB1_GMR_15A01_AE_01_05-fA01b_C100815_20100815144446015_02_warp_m0g80c8e1e-1x26r301
37465;GMR15A04;CB1_GMR_15A04_AE_01_09-fA01b_C091216_20091216143015812_02_warp_m0g80c8e1e-1x26r301
37466;GMR15A05;CB1_GMR_15A05_AE_01_15-fA01b_C091216_20091216143115703_02_warp_m0g80c8e1e-1x26r301
37467;GMR15A08;CB1_GMR_15A08_AE_01_03-fA01b_C100430_20100430221049843_02_warp_m0g80c8e1e-1x26r301
37468;GMR15A11;CB1_GMR_15A11_AE_01_09-fA01b_C091211_20091211094144718_02_warp_m0g80c8e1e-1x26r301
37469;GMR15B03;CB1_GMR_15B03_AE_01_04-fA01b_C090929_20090929125720483_02_warp_m0g80c8e1e-1x26r301
37470;GMR15B04;CB1_GMR_15B04_AE_01_03-fA01b_C091211_20091211094459234_02_warp_m0g80c8e1e-1x26r301
37471;GMR15B07;CB1_GMR_15B07_AE_01_03-fA01b_C090929_20090929125913076_02_warp_m0g80c8e1e-1x26r301
37472;GMR15C02;CB1_GMR_15C02_AE_01_04-fA01b_C101011_20101012105448906_02_warp_m0g80c8e1e-1x26r301
37473;GMR15C03;CB1_GMR_15C03_AE_01_07-fA01b_C090929_20090929130255186_02_warp_m0g80c8e1e-1x26r301
37474;GMR15C11;CB1_GMR_15C11_AE_01_06-fA01b_C100421_20100421214517453_02_warp_m0g80c8e1e-1x26r301
37475;GMR15D01;CB1_GMR_15D01_AE_01_00-fA01b_C110114_20110117123429265_02_warp_m0g80c8e1e-1x26r301
37476;GMR15D03;CB1_GMR_15D03_AE_01_00-fA01b_C090313_20090313152902375_02_warp_m0g80c8e1e-1x26r301
37477;GMR15D05;CB1_GMR_15D05_AE_01_07-fA01b_C091216_20091216143551312_02_warp_m0g80c8e1e-1x26r301
37478;GMR15D08;CB1_GMR_15D08_AE_01_05-fA01b_C100430_20100430110546796_02_warp_m0g80c8e1e-1x26r301
37479;GMR15D10;CB1_GMR_15D10_AE_01_06-fA01b_C100113_20100113100547285_02_warp_m0g80c8e1e-1x26r301
37480;GMR15E01;CB1_GMR_15E01_AE_01_22-fA01b_C100318_20100318140948374_02_warp_m0g80c8e1e-1x26r301
37481;GMR15E06;CB1_GMR_15E06_AE_01_02-fA01b_C090809_20090809112315671_02_warp_m0g80c8e1e-1x26r301
37482;GMR15E07;CB1_GMR_15E07_AE_01_06-fA01b_C091205_20091205110943623_02_warp_m0g80c8e1e-1x26r301
37483;GMR15E09;CB1_GMR_15E09_AE_01_05-fA01b_C110107_20110107103423125_02_warp_m0g80c8e1e-1x26r301
37484;GMR15E10;CB1_GMR_15E10_AE_01_05-fA01b_C090929_20090929110244056_02_warp_m0g80c8e1e-1x26r301
37485;GMR15E12;CB1_GMR_15E12_AE_01_04-fA01b_C091209_20091209103655115_02_warp_m0g80c8e1e-1x26r301
37486;GMR15F02;CB1_GMR_15F02_AE_01_05-fA01b_C091209_20091209104413881_02_warp_m0g80c8e1e-1x26r301
37487;GMR15F08;CB1_GMR_15F08_AE_01_10-fA01b_C100224_20100224103619642_02_warp_m0g80c8e1e-1x26r301
37488;GMR15F09;CB1_GMR_15F09_AE_01_09-fA01b_C100430_20100430110823750_02_warp_m0g80c8e1e-1x26r301
37489;GMR15F10;CB1_GMR_15F10_AE_01_05-fA01b_C100323_20100323115043156_02_warp_m0g80c8e1e-1x26r301
37490;GMR15G04;CB1_GMR_15G04_AE_01_09-fA01b_C091209_20091209104741069_02_warp_m0g80c8e1e-1x26r301
37491;GMR15G08;CB1_GMR_15G08_AE_01_04-fA01b_C101013_20101013101839093_02_warp_m0g80c8e1e-1x26r301
37492;GMR15G09;CB1_GMR_15G09_AE_01_07-fA01b_C091216_20091216144519046_02_warp_m0g80c8e1e-1x26r301
37493;GMR15G12;CB1_GMR_15G12_AE_01_11-fA01b_C090929_20090929111614946_02_warp_m0g80c8e1e-1x26r301
37494;GMR15H01;CB1_GMR_15H01_AE_01_03-fA01b_C101013_20101013101950609_02_warp_m0g80c8e1e-1x26r301
37495;GMR15H04;CB1_GMR_15H04_AE_01_04-fA01b_C091209_20091209105115709_02_warp_m0g80c8e1e-1x26r301
37496;GMR15H10;CB1_GMR_15H10_AE_01_05-fA01b_C100224_20100224103759689_02_warp_m0g80c8e1e-1x26r301
37497;GMR15H11;CB1_GMR_15H11_AE_01_03-fA01b_C100430_20100430221216359_02_warp_m0g80c8e1e-1x26r301
37498;GMR15H12;CB1_GMR_15H12_AE_01_04-fA01b_C101009_20101010094108015_02_warp_m0g80c8e1e-1x26r301
37499;GMR16A06;CB1_GMR_16A06_AE_01_03-fA01b_C100224_20100224103832142_02_warp_m0g80c8e1e-1x26r301
37500;GMR16A07;CB1_GMR_16A07_AE_01_11-fA01b_C090929_20090929112150400_02_warp_m0g80c8e1e-1x26r301
37501;GMR16A08;CB1_GMR_16A08_AE_01_07-fA01b_C100224_20100224104035892_02_warp_m0g80c8e1e-1x26r301
37502;GMR16A12;CB1_GMR_16A12_AE_01_09-fA01b_C091209_20091209105331944_02_warp_m0g80c8e1e-1x26r301
37503;GMR16B01;CB1_GMR_16B01_AE_01_04-fA01b_C091209_20091209105810725_02_warp_m0g80c8e1e-1x26r301
37504;GMR16B04;CB1_GMR_16B04_AE_01_05-fA01b_C100702_20100702091315218_02_warp_m0g80c8e1e-1x26r301
37505;GMR16B05;CB1_GMR_16B05_AE_01_04-fA01b_C100224_20100224104317907_02_warp_m0g80c8e1e-1x26r301
37506;GMR16B10;CB1_GMR_16B10_AE_01_05-fA01b_C100224_20100224104513157_02_warp_m0g80c8e1e-1x26r301
37507;GMR16C03;CB1_GMR_16C03_AE_01_05-fA01b_C100224_20100224104645595_02_warp_m0g80c8e1e-1x26r301
37508;GMR16C05;CB1_GMR_16C05_AE_01_05-fA01b_C090930_20090930104408280_02_warp_m0g80c8e1e-1x26r301
37509;GMR16C09;CB1_GMR_16C09_AE_01_05-fA01b_C100227_20100301105046609_02_warp_m0g80c8e1e-1x26r301
37510;GMR16C12;CB1_GMR_16C12_AE_01_01-fA01b_C091218_20091218160925828_02_warp_m0g80c8e1e-1x26r301
37511;GMR16D01;CB1_GMR_16D01_AE_01_09-fA01b_C090929_20090929130927451_02_warp_m0g80c8e1e-1x26r301
37512;GMR16D02;CB1_GMR_16D02_AE_01_06-fA01b_C100815_20100815145445171_02_warp_m0g80c8e1e-1x26r301
37513;GMR16D06;CB1_GMR_16D06_AE_01_04-fA01b_C090930_20090930104909061_02_warp_m0g80c8e1e-1x26r301
37514;GMR16E01;CB1_GMR_16E01_AE_01_05-fA01b_C091209_20091209110621350_02_warp_m0g80c8e1e-1x26r301
37515;GMR16E03;CB1_GMR_16E03_AE_01_19-fA01b_C091209_20091209110842240_02_warp_m0g80c8e1e-1x26r301
37516;GMR16E07;CB1_GMR_16E07_AE_01_12-fA01b_C110213_20110213122200046_02_warp_m0g80c8e1e-1x26r301
37517;GMR16E11;CB1_GMR_16E11_AE_01_06-fA01b_C091001_20091001094324608_02_warp_m0g80c8e1e-1x26r301
37518;GMR16F03;CB1_GMR_16F03_AE_01_05-fA01b_C100224_20100224102144229_02_warp_m0g80c8e1e-1x26r301
37519;GMR16F04;CB1_GMR_16F04_AE_01_03-fA01b_C091001_20091001094604326_02_warp_m0g80c8e1e-1x26r301
37520;GMR16F05;CB1_GMR_16F05_AE_01_04-fA01b_C100224_20100224102238619_02_warp_m0g80c8e1e-1x26r301
37521;GMR16F06;CB1_GMR_16F06_AE_01_15-fA01b_C100224_20100224102330901_02_warp_m0g80c8e1e-1x26r301
37522;GMR16F08;CB1_GMR_16F08_AE_01_07-fA01b_C100227_20100301105301734_02_warp_m0g80c8e1e-1x26r301
37523;GMR16F09;CB1_GMR_16F09_AE_01_07-fA01b_C091001_20091001094827623_02_warp_m0g80c8e1e-1x26r301
37524;GMR16F11;CB1_GMR_16F11_AE_01_05-fA01b_C100225_20100225102627416_02_warp_m0g80c8e1e-1x26r301
37525;GMR16F12;CB1_GMR_16F12_AE_01_03-fA01b_C091209_20091209111107428_02_warp_m0g80c8e1e-1x26r301
37526;GMR16G01;CB1_GMR_16G01_AE_01_05-fA01b_C100225_20100225102728385_02_warp_m0g80c8e1e-1x26r301
37527;GMR16G04;CB1_GMR_16G04_AE_01_04-fA01b_C100225_20100225102824963_02_warp_m0g80c8e1e-1x26r301
37528;GMR16G05;CB1_GMR_16G05_AE_01_02-fA01b_C090320_20090320110023734_02_warp_m0g80c8e1e-1x26r301
37529;GMR16G07;CB1_GMR_16G07_AE_01_05-fA01b_C100225_20100225102948854_02_warp_m0g80c8e1e-1x26r301
37530;GMR16G08;CB1_GMR_16G08_AE_01_05-fA01b_C091001_20091001095234326_02_warp_m0g80c8e1e-1x26r301
37531;GMR16H02;CB1_GMR_16H02_AE_01_03-fA01b_C100430_20100430221510125_02_warp_m0g80c8e1e-1x26r301
37532;GMR16H04;CB1_GMR_16H04_AE_01_05-fA01b_C091001_20091001095319858_02_warp_m0g80c8e1e-1x26r301
37533;GMR16H05;CB1_GMR_16H05_AE_01_12-fA01b_C091211_20091211135612272_02_warp_m0g80c8e1e-1x26r301
37534;GMR16H07;CB1_GMR_16H07_AE_01_03-fA01b_C091001_20091001095820139_02_warp_m0g80c8e1e-1x26r301
37535;GMR17A03;CB1_GMR_17A03_AE_01_03-fA01b_C091211_20091211135727850_02_warp_m0g80c8e1e-1x26r301
37536;GMR17A04;CB1_GMR_17A04_AE_01_05-fA01b_C100502_20100503023805015_02_warp_m0g80c8e1e-1x26r301
37537;GMR17A07;CB1_GMR_17A07_AE_01_03-fA01b_C101116_20101116093941562_02_warp_m0g80c8e1e-1x26r301
37538;GMR17A10;CB1_GMR_17A10_AE_01_10-fA01b_C100318_20100318141049312_02_warp_m0g80c8e1e-1x26r301
37539;GMR17A11;CB1_GMR_17A11_AE_01_05-fA01b_C090929_20090929131507139_02_warp_m0g80c8e1e-1x26r301
37540;GMR17B01;CB1_GMR_17B01_AE_01_05-fA01b_C100813_20100813104057343_02_warp_m0g80c8e1e-1x26r301
37541;GMR17B02;CB1_GMR_17B02_AE_01_09-fA01b_C100227_20100301105456171_02_warp_m0g80c8e1e-1x26r301
37542;GMR17B08;CB1_GMR_17B08_AE_01_03-fA01b_C100502_20100503023833687_02_warp_m0g80c8e1e-1x26r301
37543;GMR17C02;CB1_GMR_17C02_AE_01_05-fA01b_C100225_20100225103142166_02_warp_m0g80c8e1e-1x26r301
37544;GMR17C09;CB1_GMR_17C09_AE_01_03-fA01b_C100225_20100225103208854_02_warp_m0g80c8e1e-1x26r301
37545;GMR17C11;CB1_GMR_17C11_AE_01_09-fA01b_C091119_20091120145833781_02_warp_m0g80c8e1e-1x26r301
37546;GMR17C12;CB1_GMR_17C12_AE_01_03-fA01b_C100225_20100225103433088_02_warp_m0g80c8e1e-1x26r301
37547;GMR17D02;CB1_GMR_17D02_AE_01_04-fA01b_C100418_20100419215058437_02_warp_m0g80c8e1e-1x26r301
37548;GMR17D09;CB1_GMR_17D09_AE_01_11-fA01b_C100225_20100225103706244_02_warp_m0g80c8e1e-1x26r301
37549;GMR17D11;CB1_GMR_17D11_AE_01_05-fA01b_C100225_20100225103832619_02_warp_m0g80c8e1e-1x26r301
37550;GMR17D12;CB1_GMR_17D12_AE_01_04-fA01b_C100228_20100301110749828_02_warp_m0g80c8e1e-1x26r301
37551;GMR17E02;CB1_GMR_17E02_AE_01_04-fA01b_C091211_20091211140918881_02_warp_m0g80c8e1e-1x26r301
37552;GMR17E05;CB1_GMR_17E05_AE_01_05-fA01b_C091211_20091211141437553_02_warp_m0g80c8e1e-1x26r301
37553;GMR17E11;CB1_GMR_17E11_AE_01_07-fA01b_C100502_20100503023957187_02_warp_m0g80c8e1e-1x26r301
37554;GMR17F03;CB1_GMR_17F03_AE_01_04-fA01b_C100225_20100225102225142_02_warp_m0g80c8e1e-1x26r301
37555;GMR17F09;CB1_GMR_17F09_AE_01_04-fA01b_C100228_20100301110945031_02_warp_m0g80c8e1e-1x26r301
37556;GMR17F11;CB1_GMR_17F11_AE_01_05-fA01b_C100225_20100225102421157_02_warp_m0g80c8e1e-1x26r301
37557;GMR17F12;CB1_GMR_17F12_AE_01_06-fA01b_C100225_20100225102551110_02_warp_m0g80c8e1e-1x26r301
37558;GMR17G01;CB1_GMR_17G01_AE_01_06-fA01b_C091119_20091120145923578_02_warp_m0g80c8e1e-1x26r301
37559;GMR17G03;CB1_GMR_17G03_AE_01_04-fA01b_C100502_20100503024151031_02_warp_m0g80c8e1e-1x26r301
37560;GMR17G05;CB1_GMR_17G05_AE_01_03-fA01b_C100318_20100318141146953_02_warp_m0g80c8e1e-1x26r301
37561;GMR17G06;CB1_GMR_17G06_AE_01_05-fA01b_C090930_20090930110155842_02_warp_m0g80c8e1e-1x26r301
37562;GMR17G08;CB1_GMR_17G08_AE_01_05-fA01b_C101006_20101006102403343_02_warp_m0g80c8e1e-1x26r301
37563;GMR17G11;CB1_GMR_17G11_AE_01_05-fA01b_C100813_20100813104529734_02_warp_m0g80c8e1e-1x26r301
37564;GMR17H01;CB1_GMR_17H01_AE_01_05-fA01b_C090930_20090930110500936_02_warp_m0g80c8e1e-1x26r301
37565;GMR17H02;CB1_GMR_17H02_AE_01_05-fA01b_C100228_20100301111218187_02_warp_m0g80c8e1e-1x26r301
37566;GMR17H10;CB1_GMR_17H10_AE_01_03-fA01b_C100225_20100225102847767_02_warp_m0g80c8e1e-1x26r301
37567;GMR17H11;CB1_GMR_17H11_AE_01_02-fA01b_C090415_20090415103812046_02_warp_m0g80c8e1e-1x26r301
37568;GMR18A01;CB1_GMR_18A01_AE_01_04-fA01b_C091211_20091211142130147_02_warp_m0g80c8e1e-1x26r301
37569;GMR18A03;CB1_GMR_18A03_AE_01_07-fA01b_C110603_20110603110204031_02_warp_m0g80c8e1e-1x26r301
37570;GMR18A04;CB1_GMR_18A04_AE_01_09-fA01b_C091006_20091006105849859_02_warp_m0g80c8e1e-1x26r301
37571;GMR18A05;CB1_GMR_18A05_AE_01_03-fA01b_C091119_20091119141614140_02_warp_m0g80c8e1e-1x26r301
37572;GMR18A08;CB1_GMR_18A08_AE_01_06-fA01b_C091006_20091006110257562_02_warp_m0g80c8e1e-1x26r301
37573;GMR18A11;CB1_GMR_18A11_AE_01_06-fA01b_C100225_20100225103115673_02_warp_m0g80c8e1e-1x26r301
37574;GMR18A12;CB1_GMR_18A12_AE_01_03-fA01b_C100502_20100503024246875_02_warp_m0g80c8e1e-1x26r301
37575;GMR18B05;CB1_GMR_18B05_AE_01_05-fA01b_C091006_20091006110403843_02_warp_m0g80c8e1e-1x26r301
37576;GMR18B06;CB1_GMR_18B06_AE_01_08-fA01b_C100225_20100225103211345_02_warp_m0g80c8e1e-1x26r301
37577;GMR18B07;CB1_GMR_18B07_AE_01_04-fA01b_C091007_20091007132343765_02_warp_m0g80c8e1e-1x26r301
37578;GMR18B10;CB1_GMR_18B10_AE_01_03-fA01b_C100502_20100503024420171_02_warp_m0g80c8e1e-1x26r301
37579;GMR18B11;CB1_GMR_18B11_AE_01_04-fA01b_C100502_20100503024556156_02_warp_m0g80c8e1e-1x26r301
37580;GMR18B12;CB1_GMR_18B12_AE_01_03-fA01b_C100225_20100225103346173_02_warp_m0g80c8e1e-1x26r301
37581;GMR18C02;CB1_GMR_18C02_AE_01_03-fA01b_C100505_20100506145555281_02_warp_m0g80c8e1e-1x26r301
37582;GMR18C06;CB1_GMR_18C06_AE_01_06-fA01b_C091006_20091006110946234_02_warp_m0g80c8e1e-1x26r301
37583;GMR18C07;CB1_GMR_18C07_AE_01_04-fA01b_C100225_20100225103538064_02_warp_m0g80c8e1e-1x26r301
37584;GMR18C09;CB1_GMR_18C09_AE_01_03-fA01b_C100502_20100503024731250_02_warp_m0g80c8e1e-1x26r301
37585;GMR18C11;CB1_GMR_18C11_AE_01_05-fA01b_C091006_20091006111213734_02_warp_m0g80c8e1e-1x26r301
37586;GMR18C12;CB1_GMR_18C12_AE_01_05-fA01b_C100226_20100226143229515_02_warp_m0g80c8e1e-1x26r301
37587;GMR18D04;CB1_GMR_18D04_AE_01_05-fA01b_C100226_20100226143421531_02_warp_m0g80c8e1e-1x26r301
37588;GMR18D05;CB1_GMR_18D05_AE_01_02-fA01b_C090813_20090813132535171_02_warp_m0g80c8e1e-1x26r301
37589;GMR18D07;CB1_GMR_18D07_AE_01_03-fA01b_C100226_20100226143458500_02_warp_m0g80c8e1e-1x26r301
37590;GMR18D09;CB1_GMR_18D09_AE_01_08-fA01b_C100502_20100503024830875_02_warp_m0g80c8e1e-1x26r301
37591;GMR18D11;CB1_GMR_18D11_AE_01_05-fA01b_C100606_20100607215011203_02_warp_m0g80c8e1e-1x26r301
37592;GMR18E06;CB1_GMR_18E06_AE_01_06-fA01b_C100228_20100301111551640_02_warp_m0g80c8e1e-1x26r301
37593;GMR18E08;CB1_GMR_18E08_AE_01_08-fA01b_C091006_20091006111945093_02_warp_m0g80c8e1e-1x26r301
37594;GMR18F04;CB1_GMR_18F04_AE_01_06-fA01b_C091210_20091210120751444_02_warp_m0g80c8e1e-1x26r301
37595;GMR18F07;CB1_GMR_18F07_AE_01_05-fA01b_C100502_20100503025111468_02_warp_m0g80c8e1e-1x26r301
37596;GMR18F09;CB1_GMR_18F09_AE_01_06-fA01b_C100115_20100115095414045_02_warp_m0g80c8e1e-1x26r301
37597;GMR18G01;CB1_GMR_18G01_AE_01_05-fA01b_C091007_20091007133402140_02_warp_m0g80c8e1e-1x26r301
37598;GMR18G02;CB1_GMR_18G02_AE_01_06-fA01b_C091218_20091218103132490_02_warp_m0g80c8e1e-1x26r301
37599;GMR18G05;CB1_GMR_18G05_AE_01_05-fA01b_C100507_20100507212437843_02_warp_m0g80c8e1e-1x26r301
37600;GMR18G06;CB1_GMR_18G06_AE_01_05-fA01b_C100508_20100510093815390_02_warp_m0g80c8e1e-1x26r301
37601;GMR18G08;CB1_GMR_18G08_AE_01_06-fA01b_C100318_20100318141315249_02_warp_m0g80c8e1e-1x26r301
37602;GMR18H02;CB1_GMR_18H02_AE_01_12-fA01b_C100508_20100510093912968_02_warp_m0g80c8e1e-1x26r301
37603;GMR18H03;CB1_GMR_18H03_AE_01_03-fA01b_C100508_20100510093940953_02_warp_m0g80c8e1e-1x26r301
37604;GMR18H07;CB1_GMR_18H07_AE_01_04-fA01b_C091007_20091007133919453_02_warp_m0g80c8e1e-1x26r301
37605;GMR18H09;CB1_GMR_18H09_AE_01_05-fA01b_C100311_20100311111311218_02_warp_m0g80c8e1e-1x26r301
37606;GMR18H11;CB1_GMR_18H11_AE_01_07-fA01b_C091230_20091230122503533_02_warp_m0g80c8e1e-1x26r301
37607;GMR19A04;CB1_GMR_19A04_AE_01_08-fA01b_C100323_20100323115150078_02_warp_m0g80c8e1e-1x26r301
37608;GMR19A08;CB1_GMR_19A08_AE_01_04-fA01b_C101006_20101006102440734_02_warp_m0g80c8e1e-1x26r301
37609;GMR19A11;CB1_GMR_19A11_AE_01_03-fA01b_C100503_20100503095740687_02_warp_m0g80c8e1e-1x26r301
37610;GMR19B01;CB1_GMR_19B01_AE_01_07-fA01b_C100503_20100503095937171_02_warp_m0g80c8e1e-1x26r301
37611;GMR19B03;CB1_GMR_19B03_AE_01_08-fA01b_C091006_20091006112527312_02_warp_m0g80c8e1e-1x26r301
37612;GMR19B04;CB1_GMR_19B04_AE_01_10-fA01b_C091007_20091007134318078_02_warp_m0g80c8e1e-1x26r301
37613;GMR19B09;CB1_GMR_19B09_AE_01_04-fA01b_C100503_20100503100007437_02_warp_m0g80c8e1e-1x26r301
37614;GMR19C05;CB1_GMR_19C05_AE_01_08-fA01b_C100105_20100105114519265_02_warp_m0g80c8e1e-1x26r301
37615;GMR19C06;CB1_GMR_19C06_AE_01_06-fA01b_C100323_20100323115400812_02_warp_m0g80c8e1e-1x26r301
37616;GMR19C07;CB1_GMR_19C07_AE_01_07-fA01b_C100813_20100813104954953_02_warp_m0g80c8e1e-1x26r301
37617;GMR19C08;CB1_GMR_19C08_AE_01_07-fA01b_C100503_20100503100211656_02_warp_m0g80c8e1e-1x26r301
37618;GMR19C12;CB1_GMR_19C12_AE_01_05-fA01b_C100503_20100503100343218_02_warp_m0g80c8e1e-1x26r301
37619;GMR19D03;CB1_GMR_19D03_AE_01_06-fA01b_C091230_20091230122848330_02_warp_m0g80c8e1e-1x26r301
37620;GMR19D07;CB1_GMR_19D07_AE_01_02-fA01b_C101116_20101116094116875_02_warp_m0g80c8e1e-1x26r301
37621;GMR19D10;CB1_GMR_19D10_AE_01_06-fA01b_C100505_20100505093641421_02_warp_m0g80c8e1e-1x26r301
37622;GMR19D12;CB1_GMR_19D12_AE_01_07-fA01b_C091230_20091230123131908_02_warp_m0g80c8e1e-1x26r301
37623;GMR19E01;CB1_GMR_19E01_AE_01_08-fA01b_C100505_20100505093849109_02_warp_m0g80c8e1e-1x26r301
37624;GMR19E02;CB1_GMR_19E02_AE_01_05-fA01b_C091007_20091007135130453_02_warp_m0g80c8e1e-1x26r301
37625;GMR19E06;CB1_GMR_19E06_AE_01_06-fA01b_C091006_20091007130811359_02_warp_m0g80c8e1e-1x26r301
37626;GMR19E09;CB1_GMR_19E09_AE_01_10-fA01b_C100505_20100506145911062_02_warp_m0g80c8e1e-1x26r301
37627;GMR19E11;CB1_GMR_19E11_AE_01_02-fA01b_C110218_20110224100352015_02_warp_m0g80c8e1e-1x26r301
37628;GMR19E12;CB1_GMR_19E12_AE_01_08-fA01b_C100505_20100505094026062_02_warp_m0g80c8e1e-1x26r301
37629;GMR19F01;CB1_GMR_19F01_AE_01_06-fA01b_C100311_20100311111643359_02_warp_m0g80c8e1e-1x26r301
37630;GMR19F02;CB1_GMR_19F02_AE_01_09-fA01b_C100115_20100115100252623_02_warp_m0g80c8e1e-1x26r301
37631;GMR19F03;CB1_GMR_19F03_AE_01_01-fA01b_C090325_20090326123440937_02_warp_m0g80c8e1e-1x26r301
37632;GMR19F04;CB1_GMR_19F04_AE_01_08-fA01b_C091119_20091119143744312_02_warp_m0g80c8e1e-1x26r301
37633;GMR19F05;CB1_GMR_19F05_AE_01_07-fA01b_C091119_20091119144029593_02_warp_m0g80c8e1e-1x26r301
37634;GMR19F06;CB1_GMR_19F06_AE_01_04-fA01b_C100505_20100505094059359_02_warp_m0g80c8e1e-1x26r301
37635;GMR19F07;CB1_GMR_19F07_AE_01_06-fA01b_C100505_20100505094241203_02_warp_m0g80c8e1e-1x26r301
37636;GMR19F11;CB1_GMR_19F11_AE_01_07-fA01b_C100323_20100323115643671_02_warp_m0g80c8e1e-1x26r301
37637;GMR19F12;CB1_GMR_19F12_AE_01_04-fA01b_C091119_20091119144234515_02_warp_m0g80c8e1e-1x26r301
37638;GMR19G01;CB1_GMR_19G01_AE_01_03-fA01b_C091119_20091119144418077_02_warp_m0g80c8e1e-1x26r301
37639;GMR19G02;CB1_GMR_19G02_AE_01_07-fA01b_C091120_20091120150331718_02_warp_m0g80c8e1e-1x26r301
37640;GMR19G03;CB1_GMR_19G03_AE_01_11-fA01b_C091218_20091218103450834_02_warp_m0g80c8e1e-1x26r301
37641;GMR19G05;CB1_GMR_19G05_AE_01_07-fA01b_C110205_20110207111553250_02_warp_m0g80c8e1e-1x26r301
37642;GMR19G06;CB1_GMR_19G06_AE_01_04-fA01b_C100505_20100505094424671_02_warp_m0g80c8e1e-1x26r301
37643;GMR19G07;CB1_GMR_19G07_AE_01_09-fA01b_C091218_20091218161208093_02_warp_m0g80c8e1e-1x26r301
37644;GMR19G10;CB1_GMR_19G10_AE_01_07-fA01b_C100505_20100505094603156_02_warp_m0g80c8e1e-1x26r301
37645;GMR19G11;CB1_GMR_19G11_AE_01_06-fA01b_C101013_20101013102335671_02_warp_m0g80c8e1e-1x26r301
37646;GMR19H01;CB1_GMR_19H01_AE_01_03-fA01b_C101201_20101201095502500_02_warp_m0g80c8e1e-1x26r301
37647;GMR19H04;CB1_GMR_19H04_AE_01_06-fA01b_C100311_20100311111935828_02_warp_m0g80c8e1e-1x26r301
37649;GMR19H07;CB1_GMR_19H07_AE_01_14-fA01b_C100505_20100505095014578_02_warp_m0g80c8e1e-1x26r301
37650;GMR19H09;CB1_GMR_19H09_AE_01_05-fA01b_C100504_20100504214359390_02_warp_m0g80c8e1e-1x26r301
37651;GMR19H10;CB1_GMR_19H10_AE_01_06-fA01b_C091201_20091201141803404_02_warp_m0g80c8e1e-1x26r301
37652;GMR19H11;CB1_GMR_19H11_AE_01_06-fA01b_C100319_20100319130001812_02_warp_m0g80c8e1e-1x26r301
37653;GMR19H12;CB1_GMR_19H12_AE_01_07-fA01b_C091006_20091007131236578_02_warp_m0g80c8e1e-1x26r301
37654;GMR20A02;CB1_GMR_20A02_AE_01_06-fA01b_C100311_20100311112150484_02_warp_m0g80c8e1e-1x26r301
37655;GMR20A03;CB1_GMR_20A03_AE_01_08-fA01b_C091230_20091230123321549_02_warp_m0g80c8e1e-1x26r301
37656;GMR20A04;CB1_GMR_20A04_AE_01_06-fA01b_C091006_20091007131550171_02_warp_m0g80c8e1e-1x26r301
